A,B,C,D
-238.03,-110.97,-127.32,-95.07
-195.63,-62.77,-27.41,-31.17
-238.27,-137,40.96,-9.24
-258.58,-152.47,-89.45,-111.98
-203.29,-77.54,-69.42,-71.94
-205.89,-93.03,43.68,-6.42
-267.02,-150.43,-54.19,-87.33
-201.69,-75.73,-96.82,-91.72
-171.06,-73.74,30.67,11.51
-228.89,-127.01,1.26,-40.66
-254.48,-128.33,-126.66,-115.31
-173.61,-67.76,-31.19,-26.89
-204.8,-122.08,33.24,7.04
-245.42,-144.19,-108.83,-90.54
-189.8,-64.74,-90.63,-51.77
-201.57,-86.07,34.76,12.83
-249.59,-152.92,-48.69,-67.67
-181.18,-80.81,-106.82,-75.62
-147.46,-45.56,32.59,23.31
-226.2,-126.54,-6.1,-28.05
-219.97,-111.52,-123.03,-107.96
-150.34,-39.2,-7.12,-22.1
-199.75,-114.71,40.23,-3.77
-240.14,-142.57,-106.53,-120.1
-170.71,-57.17,-66.58,-67.32
-160.87,-58.63,60.67,3.07
-236.64,-138.64,-45.09,-80.87
-191.05,-73.63,-101.48,-93.5
-149.8,-45.97,30.59,8.49
-226.41,-130.41,0.41,-48.69
-226.04,-107.29,-121.54,-113.13
-166.13,-55.74,-22.9,-31.8
-201.8,-118.94,39.29,-16.35
-229.81,-131.21,-108.7,-100.96
-165.04,-39.09,-64.11,-54.4
-175.87,-70.74,42.82,12.45
-232.72,-133,-57.8,-72.77
-186.63,-79.01,-107.11,-113.29
-149.4,-51.5,22.72,-18.98
-205.79,-121.56,13.65,-39.81
-210.46,-113.09,-114.86,-110.36
-135.09,-37.75,-34.39,-33.04
-183.68,-102.22,34.11,-20.78
-223.25,-123.8,-100.25,-107.22
-145.58,-44.44,-78.92,-59.11
-160.66,-67.44,39.81,-4.26
-219.35,-138.81,-45.8,-72.57
-178.12,-84.02,-110.66,-98.99
-127.45,-47.52,25.33,6.66
-210.37,-127.2,-16.55,-47.45
-201.5,-95.82,-98.1,-101.51
-140.62,-43.09,-15.95,-37.77
-173.22,-102.1,45.18,-21.2
-226.51,-163,-110.45,-127.5
-133.25,-49.55,-58.45,-62.3
-148.54,-50.91,51.6,0.88
-214.01,-113.79,-34.82,-71.09
-170.7,-57.81,-104.17,-79.86
-135.21,-38.42,48.57,11.79
-201.33,-116.7,5.84,-33.16
-194.62,-95.54,-93.19,-93.55
-128.78,-25.26,3.93,-18.18
-173.52,-100.64,55.2,9.16
-210.43,-128.54,-86.81,-96.33
-128.78,-41.38,-74.59,-49.08
-150.55,-71.64,36.51,0.53
-217.03,-130.61,-53.1,-70.62
-187.63,-84.34,-124.76,-119.81
-110.44,-37.46,28.08,22.2
-172.12,-83.76,30.68,-14.21
-198.34,-90.83,-100.84,-102.94
-142.84,-42.13,-18.89,-28.5
-167.94,-89.63,37.87,-13.88
-198.87,-115.79,-150.38,-105.11
-132.1,-55.11,-51.4,-71.6
-138.6,-52.66,74.87,7.49
-222.01,-119.85,-48.52,-99.38
-161.54,-66.22,-94.29,-95.27
-135.71,-47.15,21.84,-23.95
-181,-113.7,16.18,-57.62
-190.03,-96.56,-134.23,-137.19
-85.51,5.73,6.59,-10.81
-195.6,-107.32,-1.89,-40.84
-198.28,-109.86,-83.97,-100.72
-129.11,-34.65,-61.19,-40.8
-118.46,-39.45,67.29,13.85
-180.62,-103.46,-15.4,-50.79
-148.2,-54.15,-90.15,-81.33
-147,-57.16,5.12,-21.53
-179.64,-104.99,-3.71,-56.23
-165.63,-74.1,-84.39,-101.56
-107.31,-27.83,-16.2,-42.17
-183.43,-103.15,37.8,-20.59
-172.37,-93.31,-78.97,-93.58
-107.75,-26.37,-63.78,-56.73
-137.73,-67.25,37.09,-24.86
-202.3,-131.16,-43.5,-87.82
-112.44,-29.5,-48.3,-46.51
-141.74,-45.38,31.92,-17.06
-175.72,-113.43,6.01,-47.34
-147.4,-79.98,-102.47,-118.66
-94.17,-23.34,3.45,-28.27
-164.27,-94.85,43.9,-30.84
-162.26,-91.46,-35.6,-72.11
-126.73,-59.3,-78.06,-95.99
-128.26,-63.06,55.82,-1.82
-161.6,-112.22,-1.14,-42.27
-133.39,-48.7,-93.38,-110.45
-95.25,-20.87,46.11,-27.94
-181.34,-110.65,-20.91,-84.57
-162.1,-85.98,-102.86,-126.1
-56.3,28.09,29.86,-4.64
-116.94,-66.62,65.56,-12.49
-168.29,-96.14,-76.5,-123.75
-104.42,-28.76,-99.96,-116.2
-113.51,-51,40.64,16.09
-203.18,-146.07,-53.26,-152.26
-171.89,-84.39,-140.08,-178.32
-74.07,-25.22,16.46,-27.24
-175.44,-140.04,-1.05,-95.3
-159.32,-108.98,-123.02,-135.92
-60.06,4.57,-1.94,-55.85
-84.93,-28.66,69.77,-16.3
-151.3,-87.24,-67.75,-133.39
-122.26,-46.24,-98.36,-138.53
-120.03,-68.67,8.36,-55.42
-204.28,-149.48,-81.11,-164.13
-28.23,32.16,-65.16,-1.05
-71.42,2.25,21.27,-30.53
-110.47,-68.06,-26.01,-15.16
-72.42,-17.53,-26.63,21.43
-86.89,9.48,-55.08,2.51
-97.76,-48.38,63.04,36.05
-149.65,-105.64,-136.22,-16.68
-186.38,-130.88,-164.94,19.33
-68.94,45.7,16.11,9.59
-70.73,-14.83,-18.64,6.68
-159.99,-100.6,-235.07,-173.57
-92.39,26.13,-35.58,-34.39
4.49,92.58,17.47,10.9
-198.93,-115.96,-196.49,-176.35
-40.19,-9.51,-98.56,8.64
-80.01,33.74,-1.25,-16.48
-207.4,-210.12,-186.95,-214.59
28.43,96.37,-46.92,27
-173.02,-89.58,-61.85,-205.61
-129.85,-62.69,-100.06,-227.99
-157.99,-47.53,-185.97,-163.88
-65.08,-74.43,-38.46,-195.59
-111,-53.39,-50.52,-278.65
-111.33,-60.53,-99.23,-196.96
-21.87,66.27,-69.4,-229.96
-112.41,-85.83,-45.75,-231.07
-172.74,-61.06,-150.37,-284.17
-98.78,-40.63,-97.62,-324.67
-36.25,-51.98,15.74,-197.32
-158.74,-153.6,-105.79,-337.19
-56.3,57.05,-94.68,-276.82
-81.29,-67.19,-18.93,-282.01
-155.2,-68.76,-54.89,-370.1
-98.85,-5.19,-95.57,-371.14
-4.39,23.35,-42.61,-262.52
-81.13,29.43,72.73,-269.44
-174.94,-175.22,-197.59,-417.71
-54.97,-35.35,-77.43,-321.6
-44.43,10.82,-14.72,-257.12
-223.79,-230.77,-112.1,-405.08
-67.02,22.08,-81.77,-268.46
-1.94,51.88,67.89,-199.4
-61.77,36.93,-6.47,-301.2
-157.83,-151.05,-174.26,-347.29
-133.54,-100.58,-84.97,-354.62
14.26,127.13,140.3,-220.36
-46.93,12.84,-63.59,-246.76
-68.69,-65.92,-80.11,-222.31
-159.36,-68.84,-4.13,-295.56
-164.66,-150.97,-55.83,-330.44
-151.13,-92.36,-174.14,-367.66
-13.97,104.39,94.94,-173.52
-70.51,-44.21,8.53,-237.89
-90.63,41.03,-75.92,-282.93
9.92,19.08,-27.17,-194.97
-174.58,-182.1,31.83,-305.43
-76.22,35.22,-59.73,-267.29
-175.47,-141.07,-163.46,-263.58
-124.08,-17.9,7.22,-270.74
-54.27,28.84,-13.5,-174.68
-182.95,-211.25,-166.2,-283.33
-13.2,56.2,11.53,-249.68
-170.55,-72.37,38.43,-199.28
-162.66,-113.37,-151.98,-290.45
-134.8,-95.32,-55.66,-292.71
-13.42,49.89,67.14,-152.49
-92.77,-0.68,-54.38,-155.22
-106.44,-57.1,-82.37,-243.35
-13.18,73.48,62.82,-138.75
-119.04,-110.1,-67.91,-288.16
-138.83,-76.03,-152.79,-368.74
-127.19,-25.06,5.1,-210
-206.5,-132.99,-17.46,-201.15
-10.18,16.84,-56.94,-180.82
-201.05,-118.8,-64.53,-249.01
-223.66,-170.61,-19.09,-224.86
-82.14,-23.54,-62.52,-171.04
-0.31,63.44,-70.42,-205.94
-22.9,96.55,91.38,-174.51
-189.05,-190.41,-99.38,-222.3
-111.51,-61,-111.53,-160.1
-124.5,-33.4,-1.63,-133.35
-166.73,-90.48,-2,-263.2
-35.19,82.19,-60.96,-215.1
-144.56,-145.14,-85.62,-232.19
-99.87,13.8,85.78,-157.47
-112.51,-128.1,-94.63,-179.68
-157.2,-46.76,-93.94,-187.73
-23.68,22.72,35.65,-122.28
-222.99,-162.81,-58.11,-236.9
-77.31,-33.99,-122.2,-218.07
-85,-31.99,0.99,-99.98
-137.1,-136.36,-25.17,-188.55
-154.01,-115.62,-163.74,-238.47
-36.64,81.89,17.79,-75.11
-210.59,-198.13,-45.71,-203.82
-126.22,-37.22,-87.68,-172.77
-106.95,-24.13,-99.47,-186.74
-48.01,86.46,29.27,-82.34
-158.62,-123.66,-59.66,-158.86
-149.12,-159.94,-146.86,-218.99
29.83,129.23,68.26,-54.49
-165.68,-155.7,-28.07,-180.01
-175.2,-99.91,-134.62,-214.18
-68.57,12.12,-29.24,-68.01
-152.87,-150.9,1.94,-117.11
-199.56,-106.52,-113.41,-203.21
-51.83,-32.05,-82.85,-143.53
-143.83,-110.98,18.48,-126.38
-125.99,-97.4,-63.98,-188.52
-194.25,-112.43,-134.6,-183.44
-114.58,-80.16,18.12,-99.39
-196.85,-131.35,-20.3,-159.1
-153.75,-136.67,-161.01,-177.86
-58.26,32.67,-10.44,-56.51
-208.83,-111.7,-1.28,-142.98
-193.68,-174.01,-123.09,-149.99
-161.17,-149.81,-131.44,-218.11
-119.58,-61.45,41.48,-72.07
-167.17,-105.14,-54.75,-137.84
-172.54,-122.9,-137.53,-143.44
-123.23,-95.27,1.5,-101.52
-216.4,-151.77,-25.91,-148.05
-213.94,-170.23,-111.27,-150.07
-114.25,-39.08,-33.87,-87.84
-166.94,-134.26,3.71,-122.93
-215.71,-167.83,-96.87,-170.23
-138.6,-98.65,-72.86,-92.06
-131.06,-117.13,34.41,-50.87
-177.33,-154.66,-52.17,-130.08
-133.41,-128.36,-122.73,-123.59
-100.42,-91.69,11.29,-27.36
-186.96,-169.32,-14.52,-96.3
-182.11,-145.23,-133.32,-143.7
-103.19,-72.89,-46.71,-58.2
-135.66,-127.09,20.85,-42.12
-163.06,-153.71,-90.88,-100.12
-112.6,-81.06,-74.46,-57.32
-115.11,-96.3,47.09,-3.42
-181.55,-157.54,-34.63,-71.3
-135.95,-99.38,-113.25,-87.97
-79.56,-46.44,32.8,5.19
-160.46,-129.88,12.36,-41.17
-157.93,-116.91,-99.74,-85.62
-90.69,-55.74,-18.31,-7.6
-113.33,-100.87,66.49,19.54
-162.44,-134.94,-67.85,-76.02
-92.04,-52.88,-54.33,-26.69
-94.24,-67.94,61.44,32.2
-174.34,-150.66,-34.72,-50.07
-122.66,-86.13,-91.75,-51.32
-70.01,-40.67,43.63,44.88
-160.63,-120.77,20.19,-6.83
-150.88,-97.25,-86.89,-63.24
-71.96,-25.36,-9.08,11.5
-92.35,-70.61,73.14,52.25
-165.04,-131.62,-77.05,-62.3
-74.22,-38.7,-58.8,-3.47
-52.45,-23.62,84.28,87.97
-121.73,-110.76,-1.35,14.46
-99.36,-74.14,-75.58,-7.94
-41.57,-18.76,64.7,92.17
-105.37,-80.48,36.13,28.98
-106.42,-63.37,-99.42,-47.46
-21.6,26.09,-12.28,24.18
-60.18,-28.53,76.24,53.98
-101.61,-73.65,-68.9,-28.21
-39.6,11.73,-41.68,16.95
-71.54,-28.67,62.23,58.26
-118.52,-71.71,-2.95,0.53
-77.5,-21.31,-79.53,-18.75
-18.58,14.56,70.13,81.04
-102.42,-61.25,34.34,14.64
-97.83,-60.01,-83.81,-33.33
-23.54,24.06,3.31,45.37
-63.36,-43.79,76.71,61.24
-116.01,-74.43,-56.73,-29.68
-39.53,-1.93,-52.97,6.62
-37.68,-2.2,69.51,63.22
-100.32,-68.05,-7.03,-4.24
-53.91,-6.25,-90.89,-22.55
-16.27,20.76,45.65,61.14
-86.2,-74.28,42.17,39.12
-95.28,-49.72,-80.34,-18.67
-22.84,31.63,5.89,53.59
-51.6,-34.48,57.88,71.37
-94.91,-67.01,-57.29,-14.47
-18.55,20.84,-39.58,32.65
-32.55,-5.09,76.92,91.47
-97.68,-70.4,3.55,5.54
-62.58,-30.31,-79.84,-9.85
-9.87,25.48,59.45,84.75
-96.24,-74.03,54.03,61.2
-113.64,-71.38,-69.9,-15.57
-11.11,25.33,-15.89,26.73
-55.72,-13.43,74.27,58.52
-88.98,-45.35,-49.56,-12.78
-33.75,40.23,-49.45,14.71
-34.31,33.07,71.39,82.92
-89.49,-28.23,-12.49,12.7
-53.4,19.37,-89.3,-16.89
-26.28,35.91,49.9,82.53
-96.89,-40.47,35.01,51.99
-84.53,-18.88,-88.67,-17.43
-38.33,35.19,-12.92,51.21
-53.45,-6.88,77.92,89.99
-124.37,-60.92,-70.9,-13.94
-75.38,15.93,-49.91,19.24
-64.41,18.48,74.71,73.35
-111.66,-46.01,3.64,5.37
-81.4,-1.15,-88.62,-26.5
-17.89,42.92,61.51,82.64
-108.95,-48.13,24.41,32.83
-100.25,-39.36,-83.87,-47.25
-31.47,31.99,4.02,39.16
-73.6,-19.17,77.48,65.44
-118.09,-49.48,-57.22,-22.96
-41.35,40.24,-39.84,15.6
-61.2,9,66.92,72.4
-129.58,-60.28,-6.03,-3.53
-75.33,6.23,-84.29,-26.82
-38.75,42.15,51.32,75.85
-98.24,-27.14,46.05,37.87
-99.66,-24.19,-82.76,-41.31
-32.87,47.09,1.38,23.21
-82.32,-9.73,77.99,50.53
-128.22,-50.22,-51.75,-34.41
-52.31,25.01,-43,19.98
-44.97,17.1,72.38,76.14
-132.89,-72.49,-11.63,-11.67
-96.4,-15.99,-88.09,-46.66
-37.88,34.28,52.8,55.23
-131.89,-59.85,27.26,18.36
-124.03,-33.25,-84.91,-40.53
-38.74,34.32,4.65,37.54
-92.73,-34.68,80.95,55.18
-128.19,-56.79,-55.32,-33.84
-68.89,11.62,-47.06,-4.97
-63.97,3.1,74.52,68.95
-138.75,-65.61,1.3,-8.79
-77.2,1.1,-73.23,-34.51
-38.38,30.86,55.09,53.87
-141.1,-65.65,33.06,5.5
-148.2,-54.25,-94.68,-58.1
-45.4,14.33,2.1,34.25
-78.54,-37.78,76.92,65.61
-139.78,-79.79,-63.4,-41.74
-68.1,11.57,-55.87,-11.41
-54.56,19.39,67.98,63.14
-122.83,-67.93,-19.58,-10.58
-68.8,-1,-92.22,-35.81
-4.49,53.97,49.74,60.05
-78.54,-30.61,27.83,10.4
-86.72,-36.6,-84.71,-48.54
-39.57,25.17,-12.73,6.67
-82.99,-15.59,74.29,44.24
-132.22,-65.09,-65.63,-48.49
-71.67,1.36,-64.6,-23.34
-63.33,-5.18,63.79,36.1
-123.64,-59.64,-7.29,-17.18
-106.76,-23.93,-89.12,-59.59
-52.59,21.88,42.78,40.06
-117.14,-54.89,26.51,2.64
-127.09,-57.44,-92.68,-66.38
-68.66,13.71,-6.6,-0.41
-101.41,-32.8,68.39,30.69
-169.18,-84.18,-86.22,-81.2
-92.29,-9.96,-64.86,-34.23
-67.15,-2.85,63.05,41.64
-140.73,-81.53,-18.8,-32.86
-101.07,-23.64,-92.17,-64.35
-39.44,23.46,43.79,22.44
-101.09,-38.91,43.62,7.25
-126.73,-44,-95.08,-68.11
-64.4,24.64,-10.04,0.62
-90.67,-33.84,64.68,27.36
-134.89,-76.76,-70.02,-65.24
-73.71,7.42,-58.57,-37.3
-82.07,-15.94,52.76,33.95
-149.85,-76.91,-18.38,-36.99
-110.9,-25.23,-94.13,-63.84
-62.43,10.56,36.08,38.51
-155.09,-83.56,21.12,-0.3
-176.27,-70.75,-103.21,-87.2
-91.75,7.6,-27.23,-12.09
-79.74,-37.05,54.19,27.55
-109.15,-53.85,-57.9,-51.71
-52.06,6.54,-69.16,-36.86
-74.98,-6.84,54.69,27.89
-142.02,-76.03,-30.43,-48.9
-104.85,-22.66,-108.85,-86.02
-54.9,16.51,36.86,12.84
-104.4,-44.86,44,3.17
-126.6,-66.03,-92.22,-82.76
-63.34,20.19,-9.54,-7.63
-94.85,-31.28,65.8,27.58
-150.42,-75.12,-80.1,-89.26
-87.57,-14.97,-66.66,-54.89
-32.68,9.51,59.3,52.83
-139.13,-72.12,-15.35,-55.91
-90.84,-7.81,-93.79,-66.63
-52.94,2.41,29.51,1.77
-118.19,-57.17,37.29,-12.68
-132.61,-72.42,-96.03,-90.34
-56.29,28.64,-18.64,-25.08
-93.55,-15.55,54.58,11.29
-169.04,-94.64,-83.38,-99.84
-85.34,-6.29,-75.06,-61.52
-59.51,-0.06,63.58,25.58
-148.38,-88.6,-25.27,-55.79
-91.26,-29.46,-93.21,-62.74
-23.9,52.84,50.31,37.88
-115.14,-45.71,40.39,3.51
-114.9,-47.45,-96.61,-85.19
-21.28,46,-10.37,-16.89
-85.09,-45.1,64.31,2.2
-138.04,-71.3,-74.7,-105.2
-98.52,-3.63,-84.18,-83.32
-67.46,4.43,58.02,17.41
-140.99,-68.27,-20.46,-69.26
-78.78,-5.57,-90.98,-72.23
-51.73,8.04,28.19,1.89
-156.34,-95.84,21.78,-38.2
-145.13,-61.05,-108.23,-100.02
-48.57,19.89,-2.74,-1.9
-72.81,-6.25,59.61,28.39
-154.29,-71.06,-79.73,-47.35
-96.41,-8.48,-78.59,-91.24
-77.28,-14.25,53.71,-7.03
-158.63,-89.95,-33.9,-93.27
-94.92,-16.71,-90.4,-84.05
-37.48,32.54,35.53,2.69
-127.67,-61.53,9.45,-37.31
-128.37,-62.48,-110.33,-115.47
-66.19,0.91,-34.44,-37.47
-80.07,-11.55,76.51,19.15
-142.27,-75.77,-79.08,-83.55
-71.54,12.34,-74.95,-71.31
-56.24,3.14,56.9,-4.31
-138.42,-86.5,-27.65,-66.27
-63.27,0.9,-87.17,-61.12
-43.27,43.77,17.98,-0.46
-99.98,-60.68,23.7,-13.34
-134.73,-73.17,-127.42,-122.64
-58.42,-2.33,-39.3,-49.48
-92.55,-40.93,54.11,-11.34
-39.18,41.31,-39.38,-15.73
-105.78,-46.9,-90.59,-92
-84.63,-11.9,61.89,-3.22
-189.19,-118.64,-32.63,-76.36
-50.32,41.95,-65.26,-40.35
-69.15,-36.35,11.75,-1.65
-104.57,-34.6,12.68,-23.57
-81.2,-30.58,-94.71,-78.13
-26.15,42.38,-14.2,-4.97
-106.3,-66.13,50.9,18.05
-138.13,-75.42,-71.92,-80.76
-78.9,30.54,-70.83,-49.26
-46.56,6.46,59.08,38.96
-115.64,-64.24,-9.34,-29.47
-72.94,-36.47,-83.63,-50.32
-55.38,72.44,42.32,25.57
-87.01,-24.67,46.34,-10.48
-90.45,-29.99,-69.72,-66.68
-76.14,-3.81,-30.62,-56.74
-167.24,-91.6,34.97,-37.73
-159.22,-114.62,-93.46,-109.61
-65.93,30.74,-50.95,-49.05
-8.72,46.2,57.36,34.45
-132.94,-81.98,-20.7,-57.28
-70.98,25.21,-67.01,-32.02
-63.55,-25.47,5.51,-4.59
-136.4,-108.59,-10.37,-57.57
-72.55,33.86,-88.91,-66.62
-61.94,2.51,-37.46,-38.06
-67.85,16.41,70.68,3.42
-103.48,-32.18,-60.29,-77.66
-119.69,-75.08,-73.81,-65.38
-92.78,-2.4,43.45,-1.96
-108.48,-60.06,-9.54,-70.46
-12.82,62.22,-72.34,-77.59
-113.67,2.84,17.83,5.53
-39.1,-1.95,46.79,9.61
-71.41,-20.18,-93.27,-88.9
-4.16,42.99,-16.99,-15.22
-135.23,-55.56,51.58,-3.77
-18.15,21.51,-59.56,-87.72
53.66,192.09,6.62,-5.26
-152.53,-109.81,-1.04,-39.86
0.12,-14.21,20.36,-56.52
-138.63,-28.28,-119.41,-136.15
21.48,143.49,62.3,9.82
-110.92,-98.4,23.71,-34.84
182.21,256.88,-22.43,-24.57
-102.8,42.66,-18.58,-72.5
-98.85,-48.01,84.05,6.28
-234.46,-204.13,-126.06,-143.51
104.74,175.41,-13.31,10.01
-95.45,63.27,117.2,80.76
-69.8,-14.36,-37.56,-88.62
36.24,149.85,-84.33,-151.21
-147.28,-51.14,-29.39,-31.39
-42.63,93.82,89.29,-0.04
-104.02,-146.34,-114.44,-154.47
55.43,101.34,-1.65,-12.17
69.08,100.67,90.2,11.39
-276.82,-188.8,-134.01,-235.81
-60.96,41.53,-115.06,-159.17
54.66,212.81,97.03,62.8
-179.81,-167.87,0.09,-77.5
63.96,119.15,-85.75,15.73
-106.18,-106.66,-78.64,-134.98
-20.83,71.32,77.08,51.15
-155.09,-91.17,-139.41,-82.97
-24.53,83.49,-4.38,61.85
-82.19,8.55,-16.34,-9.07
-258.84,-217.28,-160.51,-182.65
-43.2,53.28,-72.01,-57.97
78.05,153.19,99.53,113.07
-169.64,-86.98,-40.17,-29.42
-5.91,36.42,-102.02,-66.94
-105.2,-48.34,-12.99,47.65
-224.08,-116.31,-15.05,-78.29
-28.53,79.2,-104.82,-63.71
-7.78,-13.93,3.91,-32.08
-29.65,72.41,85.36,86.77
-195.29,-157.66,-142.02,-133.31
-129.13,6.87,-141.33,-93.79
-147.45,-78.25,-15.54,-80.65
-121.92,-71.1,-37.12,-77.01
8.48,92.24,-101.61,-73.14
-45.58,57.74,61.45,27.7
-153.52,-106.74,-12.7,-108.31
-171.33,-50.97,-113.8,-106.45
-1.47,100.78,-25.84,-8.76
-88.91,-89.11,44.09,-37.77
-144.54,-1.98,-44.95,-92.09
-167.21,-114.6,-154.7,-181.35
39.31,91.25,82.53,17.87
-171.16,-33.51,-65.39,-71.69
-213.41,-96.01,-158.41,-217.62
23.32,56.74,63.39,-46.46
-214.8,-133.18,12.98,-87.19
-278.46,-232.47,-185.9,-253.98
34.9,82.19,-15.68,-73.83
-190.66,1.25,59.73,-56.9
-33.46,90.87,-8.83,11.22
-234.08,-228.08,-201.78,-291.58
-55.4,62.57,100.91,-42.69
-239.1,-124.53,-96.13,-211.55
-145.1,-89.02,-144.38,-108.49
88.62,281.47,111.52,37.6
-318.49,-246.36,-92.45,-195.85
-43.67,21.55,-47.84,-102.75
-71.29,-13.87,-64.89,-129.66
-119.65,-61.72,66.24,-55.14
-171.31,-104.02,-106.78,-215.76
-199.12,-70.86,-178.43,-202.5
-73.15,91.62,23.93,-93.42
-236.21,-230.08,-69.61,-129.24
-126.53,-71.17,-111.01,-117.88
-2.84,45.8,52.53,-3.64
-131.92,-62.37,46.24,-64.19
-200.03,-67.79,-162.68,-248.04
-84.97,-19.13,-37.25,-80.6
-54.2,47.97,80.92,-83.02
-109.29,73.05,-81.3,-117.26
-32.66,-95.82,-113.94,-139.2
-191.5,-76.67,43.86,-30.25
-313.6,-208.96,-109.27,-214.67
-144.12,-21.85,-145.35,-213.89
-121.81,-43.09,-21.83,-125.73
-54.35,56.99,59.63,-80.68
-214.95,-163.41,-140.11,-196.96
-21.03,61.27,-24.6,-81.36
-84.72,-39.15,52.08,-167.43
-181.18,-14.31,-51.89,-109.49
-81.32,-60.5,-120.08,-121.08
-72.63,18.59,58.89,-53.93
-238.23,-134.99,-94.25,-201.71
-153.7,-117.58,-122.12,-206.41
-121.78,-92.42,-28.23,-173.75
7.76,168.18,69.28,-61.49
-117.47,-85.13,-99.43,-160.65
-101.46,-28.03,-43.82,-136.57
-176.25,-139.06,20.6,-89.8
-134.11,-18.37,-86.96,-178.04
-68.18,-104.16,-97.22,-159.69
-78.18,9.23,25.81,-88.8
-57.36,-24.51,-5.79,-169.55
-130.84,-86.1,-142.92,-152.38
-23.46,87.72,21.32,-47.47
-140.81,-174.47,-25.65,-95.96
-50.4,41.77,-66.76,-144.4
-87.24,-55.17,-79.59,-172.3
-120.14,-67.39,-2.34,-147.78
-145.12,-104.2,-119.55,-172.58
-112.68,-62.45,-122.8,-140.42
-112.43,-50.08,24.31,-105.67
-43.29,10.46,12.81,-59.63
-152.61,-143.26,-179.33,-184.55
-46.87,-11.49,-33.83,-109.5
8.52,92.55,32.62,-58.18
-150.15,-223.43,-166.08,-230.32
-23.11,2.05,-70.39,-113.26
21.38,52.44,60.79,-52.9
-122.25,-85.36,-131.41,-185.53
-0.05,34.52,-116.03,-121.32
15.88,36.52,25.59,-92.35
-111.31,-36.47,-46.66,-158.86
-8.44,17.07,-127.88,-160.45
74.65,101.04,-7.07,-80.58
34.68,36.67,-8.83,-108.58
53.81,65.61,-135.17,-172.89
128.61,164.71,-50.25,-98.83
100.76,130.56,36.87,-69.75
66.66,94.71,-88.91,-152.29
130.85,179.09,-103.77,-91.06
136.86,172.6,30.27,-57.56
76.22,124.57,-44.34,-117.22
126.04,188.36,-112.96,-127.29
181.07,221.75,24.58,-28.94
119.47,147.15,11.74,-65.31
83.77,112.17,-99.08,-126.03
131.49,211,-27.88,-36.16
125.44,195.85,69.91,-12.45
108.15,167.6,-59.75,-90.84
155.6,233.36,-70.17,-47.11
148.15,185.97,54.76,-17.47
72.08,120.46,-8.84,-75.53
96.5,172.76,-88.41,-87.64
123.67,185.83,41.29,-1.94
26.35,93.14,27.69,-37.41
34.71,117.11,-89.82,-89.52
105.49,197.72,-18.44,-23.11
54.44,116.88,82.52,8.08
-16.18,45.99,-87.54,-98.65
43.81,125.36,-61.51,-61.18
24.64,98.01,62.26,21.82
-29.95,23.87,1.12,-46.4
1.2,75.23,-75.39,-78.03
30.32,100.46,48.39,10.68
-51.78,24.72,59.92,-22.77
-76.73,15.53,-76.25,-88.43
-2.79,69.85,-14.12,-22.54
-32.84,23.14,88.2,28.34
-83.39,-9.51,-61.04,-70.72
-37.07,30.21,-55.35,-46.4
-35.23,13.65,82.95,33.53
-128.89,-76.19,17.33,-27.52
-87.47,-2.18,-81.84,-58.05
-27.53,46.81,65.11,45.47
-115.3,-32.94,50.79,-3.48
-123.87,-39.16,-79.1,-71.7
-64.31,20.43,-4.41,4.01
-99.62,-30.92,87.66,45.22
-135.82,-72.07,-46.06,-48.72
-79.52,-21.87,-43.94,-23.33
-85.05,-11.18,81.31,49.51
-140.56,-77.41,27.63,-5.44
-119.9,-48.81,-84.54,-57.4
-62.07,-0.47,51.48,56.24
-127.93,-71.45,57.12,13.44
-144.95,-92.63,-84,-62.59
-96.66,-20.23,-13.05,-7.78
-100.13,-24.54,95.86,43.7
-149.43,-89.43,-43.56,-48.93
-74.49,-3.99,-37.67,-8.03
-85.51,-29.56,77.07,45.42
-167.54,-117.72,19.78,-7.55
-128,-59.42,-71.69,-39.21
-77.74,-10.8,42.52,24.08
-145.57,-57.62,63.12,26.27
-143.21,-51.84,-72.86,-49.57
-70.76,3.9,1.34,7.43
-116.45,-53.21,92.39,50.31
-162.13,-92.73,-31.67,-44.15
-114.49,-35.74,-54.17,-25.6
-79.11,-30.65,93.69,66.73
-140.24,-97.17,29.4,5.02
-112.43,-53.13,-71.19,-37.36
-65.5,-3.98,52.36,41.9
-132.77,-90.17,59.7,17.08
-156.47,-101.73,-65.05,-56.94
-77.5,-14.22,-4.45,7.65
-89.44,-34.23,99,54.93
-148.79,-90.51,-44.46,-50.93
-90.95,-18.39,-52.16,-23.67
-87.51,-25.98,84.44,56.25
-151.98,-104,8.26,4.51
-148.28,-45.77,-84.85,-45.45
-89.37,-15.23,56.01,52.03
-112.08,-80.12,69.94,24.91
-116.16,-66.62,-67.84,-43.97
-52.93,18.28,-3.37,25.82
-89.2,-36.67,89.52,51.99
-147.02,-100.38,-44.13,-44.82
-87.23,-18.22,-51.55,-16.66
-72.51,-22.59,85.88,60.87
-146.38,-101.61,4.86,-13.82
-109.93,-36.27,-82.53,-34.5
-68.68,-15.99,45.23,41.65
-128.88,-79.42,58.09,20.73
-134.42,-74.41,-80.49,-50.45
-65.42,-5.07,-4.29,13.91
-101.07,-50.67,79.04,46.29
-163.01,-95.71,-42,-35.3
-85.88,-18.53,-58.11,2.73
-66.06,-14.54,80.38,85.21
-141.16,-85.5,19.82,1.69
-110.39,-55.69,-66.52,-38.88
